pr_number,url,title,state,merged,author,created_at,merged_at,labels,files_changed,additions,deletions,changed_files_sample,score,needs_docs,confidence,signals
2270,https://github.com/NVIDIA/infra-controller/pull/2270,fix(nico-dhcp): dual-name kea hook params + require operator IPs,closed,True,shayan1995,2026-06-05T21:27:54Z,2026-06-08T16:16:48Z,,2,37,13,helm/charts/nico-dhcp/templates/_helpers.tpl|helm/charts/nico-dhcp/values.yaml,9,yes,high,high-signal-path|ops/config-path|config-or-schema-file|strong-keywords:9|weak-keywords:1|negative-keywords:2
2276,https://github.com/NVIDIA/infra-controller/pull/2276,feat: Log every gRPC call on server and client paths in Flow,closed,True,kunzhao-nv,2026-06-05T22:58:22Z,2026-06-06T04:26:09Z,,8,468,50,rest-api/flow/internal/common/grpclog/client.go|rest-api/flow/internal/common/grpclog/grpclog_test.go|rest-api/flow/internal/common/grpclog/level.go|rest-api/flow/internal/common/grpclog/server.go|rest-api/flow/internal/nicoapi/grpc.go|rest-api/flow/internal/scheduler/jobs/inventorysync/inventory.go|rest-api/flow/internal/service/service.go|rest-api/flow/internal/task/operationrules/resolver_defaults.go,9,yes,high,high-signal-path|ops/config-path|strong-keywords:7|weak-keywords:1|negative-keywords:1
2285,https://github.com/NVIDIA/infra-controller/pull/2285,feat: and now enhance machine_interfaces with a full MachineBootInterface,closed,True,chet,2026-06-06T23:11:48Z,2026-06-07T03:52:37Z,,9,174,47,crates/api-core/src/handlers/managed_host.rs|crates/api-core/src/tests/site_explorer.rs|crates/api-db/migrations/20260605215213_machine_interfaces_boot_interface_id.sql|crates/api-db/src/machine_interface.rs|crates/api-model/src/machine/capabilities.rs|crates/api-model/src/machine/mod.rs|crates/machine-controller/src/boot_interface.rs|crates/machine-controller/src/io.rs,9,yes,high,high-signal-path|config-or-schema-file|strong-keywords:9|weak-keywords:3|negative-keywords:1
2289,https://github.com/NVIDIA/infra-controller/pull/2289,"feat(rest-api): Support selective hot-loading for API config, enable for phone home URL",closed,True,osu,2026-06-07T20:10:15Z,2026-06-11T22:41:39Z,,4,295,2,rest-api/api/internal/config/config.go|rest-api/api/internal/config/config_test.go|rest-api/api/internal/config/logger.go|rest-api/api/internal/config/logger_test.go,9,yes,high,high-signal-path|ops/config-path|strong-keywords:10|weak-keywords:1|negative-keywords:1
2310,https://github.com/NVIDIA/infra-controller/pull/2310,feat(rest-api): write all expected-inventory device metadata to Core,closed,True,chet,2026-06-08T18:51:13Z,2026-06-09T00:58:24Z,,5,178,12,rest-api/db/pkg/db/model/common.go|rest-api/db/pkg/db/model/common_test.go|rest-api/db/pkg/db/model/expectedmachine.go|rest-api/db/pkg/db/model/expectedpowershelf.go|rest-api/db/pkg/db/model/expectedswitch.go,9,yes,high,high-signal-path|ops/config-path|strong-keywords:8|weak-keywords:1|negative-keywords:1
2416,https://github.com/NVIDIA/infra-controller/pull/2416,Allow seeding carbide-api-config with VPCs,closed,True,kensimon,2026-06-10T20:22:31Z,2026-06-12T04:38:32Z,,11,753,267,crates/api-core/src/cfg/file.rs|crates/api-core/src/cfg/test_data/initial_objects.toml|crates/api-core/src/db_init.rs|crates/api-core/src/setup.rs|crates/api-core/src/test_support/default_config.rs|crates/api-core/src/tests/network_segment.rs|crates/api-db/src/network_segment.rs|crates/api-model/src/network_segment/mod.rs,9,yes,high,high-signal-path|config-or-schema-file|strong-keywords:7|weak-keywords:2|negative-keywords:1
2436,https://github.com/NVIDIA/infra-controller/pull/2436,NICo infra fixes + blank site templates,closed,True,mnoori-afk,2026-06-10T23:08:30Z,2026-06-11T02:05:30Z,,14,529,240,helm-prereqs/clean.sh|helm-prereqs/preflight.sh|helm-prereqs/templates/vault-config-job.yaml|helm-prereqs/values.yaml|helm-prereqs/values/metallb-config.yaml|helm-prereqs/values/nico-core.yaml|helm/charts/nico-api/files/carbide-api-config.toml|helm/charts/nico-api/values.yaml,9,yes,high,high-signal-path|ops/config-path|config-or-schema-file|strong-keywords:3
2460,https://github.com/NVIDIA/infra-controller/pull/2460,fix(rest-api): share SQL IP address typing between nvswitch and powershelf,closed,True,chet,2026-06-11T06:40:56Z,2026-06-12T04:38:41Z,,10,111,94,rest-api/common/pkg/sqltypes/ipaddr.go|rest-api/common/pkg/sqltypes/ipaddr_test.go|rest-api/nvswitch-manager/pkg/nvswitchregistry/postgres.go|rest-api/powershelf-manager/pkg/converter/dao/converter.go|rest-api/powershelf-manager/pkg/converter/dao/converter_test.go|rest-api/powershelf-manager/pkg/db/model/integration_test.go|rest-api/powershelf-manager/pkg/db/model/pmc.go|rest-api/powershelf-manager/pkg/db/model/pmc_test.go,9,yes,high,high-signal-path|ops/config-path|strong-keywords:7|weak-keywords:1|negative-keywords:1
2477,https://github.com/NVIDIA/infra-controller/pull/2477,feat: Add generic Core gRPC proxy and BMC credential endpoints,closed,True,kfelternv,2026-06-11T17:56:01Z,2026-06-22T20:32:19Z,high risk,22,1934,0,rest-api/AGENTS.md|rest-api/api/pkg/api/handler/bmccredential.go|rest-api/api/pkg/api/handler/bmccredential_test.go|rest-api/api/pkg/api/handler/util/common/coreproxy.go|rest-api/api/pkg/api/model/bmccredential.go|rest-api/api/pkg/api/model/bmccredential_test.go|rest-api/api/pkg/api/routes.go|rest-api/api/pkg/api/routes_test.go,9,yes,high,high-signal-path|ops/config-path|config-or-schema-file|non-doc-markdown-only-hint|strong-keywords:6
2480,https://github.com/NVIDIA/infra-controller/pull/2480,fix(rest-api): Validate MAC if provided in Expected Machine update request,closed,True,hwadekar-nv,2026-06-11T18:54:39Z,2026-06-11T21:58:42Z,,2,17,0,rest-api/api/pkg/api/handler/expectedmachine_test.go|rest-api/api/pkg/api/model/expectedmachine.go,9,yes,high,high-signal-path|ops/config-path|strong-keywords:2|weak-keywords:2
2489,https://github.com/NVIDIA/infra-controller/pull/2489,fix: Keep Flow mirror off in actual-sync inventory tests,closed,True,kunzhao-nv,2026-06-11T22:07:31Z,2026-06-11T22:23:16Z,,1,10,6,rest-api/flow/internal/scheduler/jobs/inventorysync/inventory_test.go,9,yes,high,high-signal-path|ops/config-path|strong-keywords:6|weak-keywords:1|negative-keywords:1
2521,https://github.com/NVIDIA/infra-controller/pull/2521,feat: Include switch NVOS IP in Flow component/tray description,closed,True,kunzhao-nv,2026-06-12T18:01:02Z,2026-06-12T18:59:01Z,,5,204,0,rest-api/flow/internal/nicoapi/grpc.go|rest-api/flow/internal/nicoapi/mock.go|rest-api/flow/internal/nicoapi/mod.go|rest-api/flow/internal/scheduler/jobs/inventorysync/actual_sync_switch.go|rest-api/flow/internal/scheduler/jobs/inventorysync/actual_sync_switch_test.go,9,yes,high,high-signal-path|ops/config-path|strong-keywords:6|weak-keywords:1|negative-keywords:1
2537,https://github.com/NVIDIA/infra-controller/pull/2537,fix: Drop firmware_version from expected-inventory metadata,closed,True,kunzhao-nv,2026-06-12T21:23:17Z,2026-06-12T21:47:10Z,,5,43,53,rest-api/db/pkg/db/model/common.go|rest-api/db/pkg/db/model/common_test.go|rest-api/db/pkg/db/model/expectedmachine.go|rest-api/db/pkg/db/model/expectedpowershelf.go|rest-api/db/pkg/db/model/expectedswitch.go,9,yes,high,high-signal-path|ops/config-path|strong-keywords:6|weak-keywords:1|negative-keywords:1
2542,https://github.com/NVIDIA/infra-controller/pull/2542,chore(rest-api): Migrate SSH key association DAOs to param structs,closed,True,nvlitagaki,2026-06-12T22:07:12Z,2026-06-22T14:39:37Z,,23,721,369,rest-api/api/pkg/api/handler/instance.go|rest-api/api/pkg/api/handler/sshkey.go|rest-api/api/pkg/api/handler/sshkey_test.go|rest-api/api/pkg/api/handler/sshkeygroup.go|rest-api/api/pkg/api/handler/sshkeygroup_test.go|rest-api/api/pkg/api/model/instance.go|rest-api/api/pkg/api/model/tenant.go|rest-api/db/pkg/db/model/instance.go,9,yes,high,high-signal-path|ops/config-path|strong-keywords:7|weak-keywords:2|negative-keywords:2
2655,https://github.com/NVIDIA/infra-controller/pull/2655,fix: turn on FNN in struct used during site creation,closed,True,bcavnvidia,2026-06-16T20:01:28Z,2026-06-16T20:20:23Z,,4,20,3,rest-api/api/pkg/api/handler/site.go|rest-api/api/pkg/api/handler/site_test.go|rest-api/sdk/standard/model_interface.go|rest-api/sdk/standard/model_interface_create_request.go,9,yes,high,high-signal-path|ops/config-path|strong-keywords:7|weak-keywords:1|negative-keywords:1
2756,https://github.com/NVIDIA/infra-controller/pull/2756,feat: resolve scout firmware upgrade scripts from static assets,closed,True,rahmonov,2026-06-22T17:21:12Z,2026-06-26T16:04:55Z,,25,706,34,Cargo.lock|crates/api-core/src/cfg/README.md|crates/api-core/src/cfg/file.rs|crates/api-core/src/cfg/test_data/full_config.toml|crates/api-core/src/test_support/default_config.rs|crates/api-model/src/firmware.rs|crates/firmware/src/tests/config.rs|crates/machine-controller/Cargo.toml,9,yes,high,high-signal-path|ops/config-path|config-or-schema-file|non-doc-markdown-only-hint|strong-keywords:7|weak-keywords:1|negative-keywords:1
2759,https://github.com/NVIDIA/infra-controller/pull/2759,chore(rest-api): Migrate Provider and Status Details DAOs to use struct params,closed,True,nvlitagaki,2026-06-22T18:48:11Z,2026-06-26T19:53:13Z,,73,647,700,rest-api/api/pkg/api/handler/allocation.go|rest-api/api/pkg/api/handler/allocation_test.go|rest-api/api/pkg/api/handler/dpuextensionservice.go|rest-api/api/pkg/api/handler/fabric_test.go|rest-api/api/pkg/api/handler/infinibandpartition.go|rest-api/api/pkg/api/handler/infrastructureprovider.go|rest-api/api/pkg/api/handler/instance.go|rest-api/api/pkg/api/handler/instance_test.go,9,yes,high,high-signal-path|ops/config-path|strong-keywords:7|weak-keywords:2|negative-keywords:2
2781,https://github.com/NVIDIA/infra-controller/pull/2781,docs(helm): document required resource pools in site config,closed,True,shayan1995,2026-06-23T01:07:41Z,2026-06-23T17:07:37Z,,3,68,6,helm/PREREQUISITES.md|helm/charts/nico-api/values.yaml|helm/examples/values-minimal.yaml,9,yes,high,high-signal-path|ops/config-path|config-or-schema-file|non-doc-markdown-only-hint|strong-keywords:9|weak-keywords:1|negative-keywords:1
2825,https://github.com/NVIDIA/infra-controller/pull/2825,fix(nico-api): add carbide-api.forge to default cert SANs (DPU heartbeat during carbide→nico rename),closed,True,kirson-git,2026-06-23T21:26:55Z,2026-06-25T02:42:31Z,,1,6,1,helm/charts/nico-api/values.yaml,9,yes,high,high-signal-path|ops/config-path|config-or-schema-file|strong-keywords:3
2833,https://github.com/NVIDIA/infra-controller/pull/2833,refactor(site-explorer): paginate the explored Mellanox device RPC,closed,True,chet,2026-06-24T06:08:14Z,2026-06-24T21:15:00Z,,11,195,37,crates/admin-cli/src/rpc.rs|crates/admin-cli/src/site_explorer/mlx_devices/cmd.rs|crates/admin-cli/src/site_explorer/mlx_devices/mod.rs|crates/api-core/src/api.rs|crates/api-core/src/auth/internal_rbac_rules.rs|crates/api-core/src/handlers/site_explorer.rs|crates/api-core/src/tests/explored_mlx_devices.rs|crates/api-db/src/explored_endpoints.rs,9,yes,high,high-signal-path|proto-change|strong-keywords:3|negative-keywords:1
2956,https://github.com/NVIDIA/infra-controller/pull/2956,fix(ssh-console): add opt-in IPMI SOL conflict recovery,closed,True,osu,2026-06-28T18:37:25Z,2026-06-30T19:50:05Z,,10,1192,73,crates/ssh-console/src/bmc/client.rs|crates/ssh-console/src/bmc/client_pool.rs|crates/ssh-console/src/bmc/connection.rs|crates/ssh-console/src/bmc/connection_impl/ipmi.rs|crates/ssh-console/src/config.rs|crates/ssh-console/tests/main.rs|crates/ssh-console/tests/util/ipmi_sim.rs|crates/ssh-console/tests/util/ssh_console_test_helper.rs,9,yes,high,high-signal-path|ops/config-path|config-or-schema-file|strong-keywords:9|weak-keywords:2|negative-keywords:3
2961,https://github.com/NVIDIA/infra-controller/pull/2961,feat(rest-api): Expose isDpfEnabled for Expected Machine endpoints,closed,True,hwadekar-nv,2026-06-28T20:47:55Z,2026-06-30T00:20:56Z,,43,448,91,rest-api/api/pkg/api/handler/expectedmachine.go|rest-api/api/pkg/api/handler/expectedmachine_test.go|rest-api/api/pkg/api/model/expectedmachine.go|rest-api/api/pkg/api/model/expectedmachine_test.go|rest-api/db/pkg/db/model/expectedmachine.go|rest-api/db/pkg/db/model/expectedmachine_test.go|rest-api/db/pkg/migrations/20260628120000_expected_machine_dpf_enabled.go|rest-api/docs/index.html,9,yes,high,high-signal-path|ops/config-path|config-or-schema-file|strong-keywords:2|weak-keywords:3|negative-keywords:1
2116,https://github.com/NVIDIA/infra-controller/pull/2116,chore(rest-api): Apply our FromProto/ToProto modeling to InfiniBandPartition,closed,True,chet,2026-06-02T18:09:21Z,2026-06-03T18:01:45Z,,14,705,150,rest-api/api/pkg/api/handler/infinibandinterface_test.go|rest-api/api/pkg/api/handler/infinibandpartition.go|rest-api/api/pkg/api/handler/infinibandpartition_test.go|rest-api/api/pkg/api/handler/instance_test.go|rest-api/api/pkg/api/handler/instancebatch_test.go|rest-api/api/pkg/api/handler/nvlinkinterface_test.go|rest-api/api/pkg/api/model/infinibandpartition.go|rest-api/api/pkg/api/model/infinibandpartition_test.go,8,yes,high,high-signal-path|ops/config-path|strong-keywords:7|weak-keywords:2|negative-keywords:3
2122,https://github.com/NVIDIA/infra-controller/pull/2122,chore(rest-api): Apply our FromProto/ToProto modeling to NVLinkLogicalPartition,closed,True,chet,2026-06-02T19:09:48Z,2026-06-03T18:01:12Z,,19,596,189,rest-api/api/pkg/api/handler/instance_test.go|rest-api/api/pkg/api/handler/instancebatch_test.go|rest-api/api/pkg/api/handler/nvlinkinterface_test.go|rest-api/api/pkg/api/handler/nvlinklogicalpartition.go|rest-api/api/pkg/api/handler/nvlinklogicalpartition_test.go|rest-api/api/pkg/api/handler/rack_test.go|rest-api/api/pkg/api/handler/task_test.go|rest-api/api/pkg/api/handler/tray_test.go,8,yes,high,high-signal-path|ops/config-path|strong-keywords:7|weak-keywords:2|negative-keywords:3
2191,https://github.com/NVIDIA/infra-controller/pull/2191,Support for setting multicast group limits on nvlink partitions,closed,True,rtamma-nv,2026-06-04T08:47:24Z,2026-06-04T17:33:16Z,,11,1158,413,Cargo.lock|crates/api-core/src/tests/common/api_fixtures/host.rs|crates/api-core/src/tests/common/api_fixtures/mod.rs|crates/api-core/src/tests/nvl_instance.rs|crates/api-model/src/hardware_info/test_data/gb200_compute_tray_5_info.json|crates/api-model/src/machine/nvlink.rs|crates/libnmxc/src/lib.rs|crates/libnmxc/src/nmxc_api.rs,8,yes,high,high-signal-path|config-or-schema-file|strong-keywords:9|weak-keywords:1|negative-keywords:1
2194,https://github.com/NVIDIA/infra-controller/pull/2194,feat: Add MCP read-only server mode,closed,True,kfelternv,2026-06-04T15:19:18Z,2026-06-16T07:21:29Z,,23,2306,8,helm/rest/nico-mcp/Chart.yaml|helm/rest/nico-mcp/templates/_helpers.tpl|helm/rest/nico-mcp/templates/deployment.yaml|helm/rest/nico-mcp/templates/service.yaml|helm/rest/nico-mcp/values.yaml|rest-api/Makefile|rest-api/cli/README.md|rest-api/cli/cmd/cli/main.go,8,yes,high,high-signal-path|ops/config-path|config-or-schema-file|non-doc-markdown-only-hint|strong-keywords:3
2195,https://github.com/NVIDIA/infra-controller/pull/2195,feat(rpc): gate prost builders behind test-support,closed,True,poroh,2026-06-04T15:49:37Z,2026-06-04T19:40:26Z,,7,64,163,Cargo.lock|crates/api-core/Cargo.toml|crates/api-core/src/tests/common/rpc_builder.rs|crates/api-core/src/tests/instance.rs|crates/prost-builder/src/lib.rs|crates/rpc/Cargo.toml|crates/rpc/build.rs,8,yes,high,high-signal-path|config-or-schema-file|strong-keywords:9|weak-keywords:2|negative-keywords:2
2206,https://github.com/NVIDIA/infra-controller/pull/2206,Add `--zero-dpu` flag to admin-cli,closed,True,kensimon,2026-06-04T18:28:12Z,2026-06-04T19:48:29Z,,4,30,9,crates/admin-cli/src/instance/allocate/args.rs|crates/admin-cli/src/instance/allocate/cmd.rs|crates/admin-cli/src/machine/show/cmd.rs|crates/admin-cli/src/rpc.rs,8,yes,high,high-signal-path|strong-keywords:5|weak-keywords:2|negative-keywords:1
2221,https://github.com/NVIDIA/infra-controller/pull/2221,feat(admin-cli): add usage examples to all commands; restructure browse,closed,True,ianderson-nvidia,2026-06-04T22:53:11Z,2026-06-09T16:32:22Z,,295,5781,322,Cargo.lock|Cargo.toml|Makefile.toml|crates/admin-cli/AGENTS.md|crates/admin-cli/CLAUDE.md|crates/admin-cli/Cargo.toml|crates/admin-cli/cli_domains.yaml|crates/admin-cli/src/attestation/measured_boot/bundle/args.rs,8,yes,high,high-signal-path|ops/config-path|config-or-schema-file|non-doc-markdown-only-hint|strong-keywords:7|weak-keywords:1|negative-keywords:2
2257,https://github.com/NVIDIA/infra-controller/pull/2257,nvue-client: Use slightly stronger types for NvueConfig,closed,True,DrewBloechl,2026-06-05T18:36:11Z,2026-06-08T15:16:32Z,,5,165,59,Cargo.lock|crates/agent/src/ethernet_virtualization.rs|crates/nvue-client/Cargo.toml|crates/nvue-client/src/client.rs|crates/nvue-client/src/config.rs,8,yes,high,high-signal-path|config-or-schema-file|strong-keywords:9|weak-keywords:1|negative-keywords:1
2261,https://github.com/NVIDIA/infra-controller/pull/2261,feat: store the full boot interface for boot-device management,closed,True,chet,2026-06-05T19:17:08Z,2026-06-05T21:35:00Z,,30,811,117,Cargo.lock|Cargo.toml|crates/admin-cli/src/redfish/cmds.rs|crates/api-core/src/handlers/bmc_endpoint_explorer.rs|crates/api-core/src/handlers/managed_host.rs|crates/api-core/src/tests/common/api_fixtures/endpoint_explorer.rs|crates/api-core/src/tests/site_explorer.rs|crates/api-db/migrations/20260605075527_explored_endpoints_boot_interface_id.sql,8,yes,high,high-signal-path|config-or-schema-file|strong-keywords:6|weak-keywords:1|negative-keywords:1
2265,https://github.com/NVIDIA/infra-controller/pull/2265,chore(rest-api): Set default phone home URL to use dedicated IP,closed,True,stoo-davies,2026-06-05T20:29:28Z,2026-06-05T22:01:40Z,,2,2,2,rest-api/api/internal/config/config.go|rest-api/api/pkg/api/model/util/testing.go,8,yes,high,high-signal-path|ops/config-path|strong-keywords:8|weak-keywords:1|negative-keywords:2
2308,https://github.com/NVIDIA/infra-controller/pull/2308,chore(rest-api): Migrate Tenant and Fabric DAOs to use param structs,closed,True,nvlitagaki,2026-06-08T18:09:27Z,2026-06-09T20:31:26Z,,21,521,292,rest-api/api/pkg/api/handler/fabric.go|rest-api/api/pkg/api/handler/instance_test.go|rest-api/api/pkg/api/handler/ipblock_test.go|rest-api/api/pkg/api/handler/machine_test.go|rest-api/api/pkg/api/handler/serviceaccount.go|rest-api/api/pkg/api/handler/site_test.go|rest-api/api/pkg/api/handler/tenant.go|rest-api/api/pkg/api/handler/tenantaccount_test.go,8,yes,high,high-signal-path|ops/config-path|strong-keywords:7|weak-keywords:1|negative-keywords:2
2313,https://github.com/NVIDIA/infra-controller/pull/2313,fix(rest-api): Allow privileged Tenants to retrieve Expected Machines without specifying Site ID,closed,True,hwadekar-nv,2026-06-08T20:13:50Z,2026-06-08T23:48:34Z,,2,292,33,rest-api/api/pkg/api/handler/expectedmachine.go|rest-api/api/pkg/api/handler/expectedmachine_test.go,8,yes,high,high-signal-path|ops/config-path|strong-keywords:2|weak-keywords:2|negative-keywords:1
2347,https://github.com/NVIDIA/infra-controller/pull/2347,fix(rest-api): Check IP Usage for requested Prefix before creating or updating Instance,closed,True,hwadekar-nv,2026-06-09T23:01:55Z,2026-06-11T23:09:49Z,,6,454,147,rest-api/api/pkg/api/handler/instance.go|rest-api/api/pkg/api/handler/instance_test.go|rest-api/api/pkg/api/handler/subnet.go|rest-api/api/pkg/api/handler/vpcprefix.go|rest-api/db/pkg/db/model/subnet.go|rest-api/db/pkg/db/model/vpcprefix.go,8,yes,high,high-signal-path|ops/config-path|strong-keywords:2|weak-keywords:1
2437,https://github.com/NVIDIA/infra-controller/pull/2437,test: introduce nico-test-support (w/ some usage examples across a few crates),closed,True,chet,2026-06-11T00:07:05Z,2026-06-11T01:03:20Z,,13,560,232,Cargo.lock|crates/api-core/Cargo.toml|crates/api-core/src/instance/mod.rs|crates/api-db/Cargo.toml|crates/api-db/src/resource_pool.rs|crates/api-model/Cargo.toml|crates/api-model/src/machine/upgrade_policy.rs|crates/libmlx/Cargo.toml,8,yes,high,high-signal-path|config-or-schema-file|strong-keywords:9|weak-keywords:2|negative-keywords:2
2472,https://github.com/NVIDIA/infra-controller/pull/2472,refactor: rename forge_secrets to carbide_secrets,closed,True,poroh,2026-06-11T15:42:46Z,2026-06-11T17:41:26Z,,84,161,152,crates/admin-cli/src/credential/add_uefi/args.rs|crates/admin-cli/src/host/generate_host_uefi_password/cmd.rs|crates/api-core/src/api.rs|crates/api-core/src/auth/mqtt_auth.rs|crates/api-core/src/credentials/bmc_session_manager.rs|crates/api-core/src/credentials/mod.rs|crates/api-core/src/dpa/handler.rs|crates/api-core/src/dpa/lockdown.rs,8,yes,high,high-signal-path|config-or-schema-file|strong-keywords:5|weak-keywords:1|negative-keywords:1
2475,https://github.com/NVIDIA/infra-controller/pull/2475,test: add an async variant + better integrated error checking,closed,True,chet,2026-06-11T17:20:24Z,2026-06-11T19:43:41Z,,18,325,214,Cargo.lock|crates/api-core/Cargo.toml|crates/api-core/src/instance/mod.rs|crates/api-core/src/machine_identity/token_exchange.rs|crates/api-db/Cargo.toml|crates/api-db/src/dns/mod.rs|crates/api-db/src/resource_pool.rs|crates/api-model/Cargo.toml,8,yes,high,high-signal-path|config-or-schema-file|strong-keywords:9|weak-keywords:2|negative-keywords:2
2505,https://github.com/NVIDIA/infra-controller/pull/2505,feat: DPF: default dpf_enabled to true for expected machines,closed,True,abvarshney-nv,2026-06-12T10:01:51Z,2026-06-12T20:59:20Z,,7,16,15,crates/admin-cli/src/expected_machines/add/args.rs|crates/admin-cli/src/rpc.rs|crates/api-core/src/tests/expected_machine.rs|crates/api-core/src/tests/machine_creator.rs|crates/api-db/src/expected_machine.rs|crates/api-db/src/machine.rs|crates/rpc/src/model/expected_machine.rs,8,yes,high,high-signal-path|strong-keywords:7|weak-keywords:2|negative-keywords:1
2519,https://github.com/NVIDIA/infra-controller/pull/2519,chore(ci): enable nsm and psm module tests,closed,True,spydaNVIDIA,2026-06-12T17:12:05Z,2026-06-12T19:56:49Z,,2,24,3,.github/workflows/rest-lint-and-test.yml|rest-api/Makefile,8,yes,high,high-signal-path|ops/config-path|config-or-schema-file|strong-keywords:7|weak-keywords:1|negative-keywords:3
2680,https://github.com/NVIDIA/infra-controller/pull/2680,feat: update to Rust 1.96,closed,True,rwthompsonii,2026-06-18T00:00:02Z,2026-06-19T18:20:05Z,,14,19,20,.github/actions/setup-mkosi-environment/action.yml|.github/workflows/build-boot-artifacts.yml|Makefile.toml|crates/bmc-proxy/src/setup.rs|crates/dpf/dev/Dockerfile.carbide-dpf-api-harness-glibc2.34|dev/docker/Dockerfile.build-artifacts-container-aarch64|dev/docker/Dockerfile.build-artifacts-container-cross-aarch64|dev/docker/Dockerfile.build-artifacts-container-x86_64,8,yes,high,ops/config-path|config-or-schema-file|strong-keywords:6|weak-keywords:2|negative-keywords:1
2760,https://github.com/NVIDIA/infra-controller/pull/2760,fix(helm-prereqs): Add switch_nvos vault policy paths for switch ingestion,closed,True,shayan1995,2026-06-22T19:02:47Z,2026-06-23T01:03:33Z,,1,9,0,helm-prereqs/templates/vault-config-job.yaml,8,yes,high,ops/config-path|config-or-schema-file|strong-keywords:8|weak-keywords:2|negative-keywords:1
2830,https://github.com/NVIDIA/infra-controller/pull/2830,feat(admin-cli): add rack state-history command,closed,True,sydneyl-nvidia,2026-06-24T01:02:18Z,2026-06-25T00:25:54Z,,8,219,0,Cargo.lock|crates/admin-cli/Cargo.toml|crates/admin-cli/src/rack/mod.rs|crates/admin-cli/src/rack/state_history/args.rs|crates/admin-cli/src/rack/state_history/cmd.rs|crates/admin-cli/src/rack/state_history/mod.rs|crates/admin-cli/src/rack/tests.rs|crates/admin-cli/src/rpc.rs,8,yes,high,high-signal-path|config-or-schema-file|strong-keywords:6|weak-keywords:1|negative-keywords:1
2848,https://github.com/NVIDIA/infra-controller/pull/2848,agent: Skip HBN configuration when config versions are unchanged,closed,True,DrewBloechl,2026-06-24T18:36:31Z,2026-06-26T01:51:38Z,,3,68,4,crates/agent/src/lib.rs|crates/agent/src/main_loop.rs|crates/agent/src/nvue.rs,8,yes,high,high-signal-path|strong-keywords:8|weak-keywords:2|negative-keywords:1
2906,https://github.com/NVIDIA/infra-controller/pull/2906,feat(site-explorer): pair BF4 DPUs by chassis serial,closed,True,poroh,2026-06-26T01:29:27Z,2026-06-28T18:44:39Z,,8,363,46,Cargo.lock|crates/api-model/src/site_explorer/mod.rs|crates/bmc-explorer/src/error.rs|crates/bmc-mock/src/hw/bluefield4.rs|crates/bmc-mock/src/test_support/mod.rs|crates/site-explorer/Cargo.toml|crates/site-explorer/src/lib.rs|crates/site-explorer/tests/site_explorer.rs,8,yes,high,high-signal-path|config-or-schema-file|strong-keywords:5|weak-keywords:1|negative-keywords:1
3033,https://github.com/NVIDIA/infra-controller/pull/3033,feat(api): link switches and power shelves to their BMC via machine_interfaces,closed,True,spydaNVIDIA,2026-06-30T17:36:52Z,2026-06-30T20:52:15Z,,20,505,137,crates/admin-cli/src/power_shelf/show/cmd.rs|crates/admin-cli/src/switch/show/cmd.rs|crates/api-core/src/handlers/power_shelf.rs|crates/api-core/src/handlers/switch.rs|crates/api-core/src/tests/common/api_fixtures/site_explorer.rs|crates/api-db/migrations/20260630120000_link_bmc_switch_power_shelf_interfaces.sql|crates/api-db/src/bmc_metadata.rs|crates/api-db/src/machine_interface.rs,8,yes,high,high-signal-path|config-or-schema-file|strong-keywords:7|weak-keywords:1|negative-keywords:1
3038,https://github.com/NVIDIA/infra-controller/pull/3038,fix(rest-api): Update testcontainers to remove vulnerable Docker dependency,closed,True,kfelternv,2026-06-30T18:24:05Z,2026-06-30T18:43:04Z,,2,49,60,rest-api/go.mod|rest-api/go.sum,8,yes,high,high-signal-path|ops/config-path|strong-keywords:3|weak-keywords:1|negative-keywords:1
3043,https://github.com/NVIDIA/infra-controller/pull/3043,fix(rest-api): Use local binaries for CI protobuf generation,closed,True,thossain-nv,2026-06-30T22:37:00Z,2026-06-30T22:51:23Z,,2,22,2,rest-api/Makefile|rest-api/workflow-schema/buf.gen.yaml,8,yes,high,high-signal-path|ops/config-path|config-or-schema-file|strong-keywords:2|weak-keywords:1|negative-keywords:1
3047,https://github.com/NVIDIA/infra-controller/pull/3047,agent: Detect changes in unversioned ManagedHostNetworkConfigResponse fields,closed,True,DrewBloechl,2026-07-01T00:17:17Z,2026-07-01T02:04:13Z,,3,92,4,crates/agent/src/ethernet_virtualization.rs|crates/agent/src/main_loop.rs|crates/rpc/build.rs,8,yes,high,high-signal-path|strong-keywords:9|weak-keywords:2|negative-keywords:1
1977,https://github.com/NVIDIA/infra-controller/pull/1977,feat(api-model): parse UEFI device paths with 1..N PCI nodes,closed,True,s3rj1k,2026-05-28T07:57:28Z,2026-06-04T16:26:41Z,,1,43,24,crates/api-model/src/site_explorer/mod.rs,7,yes,medium,high-signal-path|strong-keywords:7|weak-keywords:1|negative-keywords:1
